position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail
3.长期跟踪机器学习领域的研究论文

"

机器学习工程师,深圳,深圳无觅科技有限公司,30k-60k,本科,"移动互联网,金融","['科技园', '西丽', '大冲']","['教育', '移动互联网', '深度学习', '算法', '建模']","['高速增长', '股票期权', '小而精', '扁平管理']","高速发展,团队优秀,待遇丰厚",150-500人,B轮,不限,"
职位描述：

岗位描述:
1.负责模型的优化和上线，监控模型关键指标，发现和优化模型存在问题。
2.程序性能优化，提升CPU/GPU利用率，以及深度学习分布式计算的框架搭建优化工作。
3.移动端性能优化

岗位要求:
1.熟练掌握深度学习各项技能，CNN，LSTM，Attention等
2.熟悉各种深度学习框架，keras,pytorch,tensorflow,有实际应用的优先
3.熟悉自然语言处理，文本挖掘，topicmodel等，对其中某方面核心算法理解透彻，有实际建模经验者或者并行化经验者优先；
4.熟悉python、Java等编程语言

"

机器学习高级专家,广州,广发银行股份有限公司信用卡中心,25k-45k,硕士,金融,,[],"['管理规范', '平台大机遇好', '金融科技', '绩效奖金']","机器学习,深度学习,金融科技",2000人以上,不需要融资,3-5年,"
职位描述：

工作目标：
运用机器学习/深度学习算法，持续优化和升级现有模型和策略技术，提升卡中心各种建模和数据驱动业务的精准度，保持公司数据业务竞争优势。

工作职责
1.负责机器学习/深度学习研究的平台构建及算法设计；
2.针对金融行业大数据，结合卡中心业务需求进行机器学习/深度学习方向的算法及模型优化；
3.主导机器学习/深度学习相关前沿技术的项目，包括但不限于社交网络、网络爬虫、推荐系统、NLP等，为卡中心人工智能发展提供技术决策支持等；
4.负责机器学习/深度学习样本库的构建。
?
?
任职资格
1.国内外知名高校硕士及以上学历，数学、统计学、计算机、自动化或者模式识别等人工智能相关专业；
2.掌握网络爬虫技术、python技术以及深度学习技术，掌握Tensorflow或者keras工具；
3.精通自然语言处理，常用数据挖掘算法，熟练操作spark、ml数据挖掘工具；
4.3年及以上工作经验，其中至少2年社交网络、网络爬虫、推荐系统或NLP等相关项目经验，有互联网、科技类企业从业经历者优先；
5.有较强的语言表达、沟通能力和分析解决问题的能力，抗压能力强。
?

"

机器学习工程师,深圳,愚夫智学教育科技（深圳）有限公司,13k-25k,硕士,"教育,人工智能",,"['移动互联网', '教育', '人工智能', '深度学习', '算法']","['""""']","哈佛团队,五险一金,节假日福利,带薪年假",少于15人,未融资,不限,"
职位描述：

工作内容：
●?????负责机器学习教程代码库的研发和运维
●?????负责跟进最新机器学习领域的研究进展
●?????负责把现实的机器学习应用转化为教程所需demo
●?????搭建并带领技术团队实现人工智能教育平台

任职要求：
●?????计算机相关专业，硕士及以上学历，扎实的数据结构、算法基础和深刻的机器学习算法理解，3年以上相关工作或者研究经验。
●?????熟悉至少一门面向对象编程语言（C++,Java等），熟悉至少一门脚本语言（Python,Javascript）。
●?????能熟练推导并编写传统机器学习方法如支持向量机，决策树，K近邻等算法，并了解如何优化相关算法的性能。
●?????能熟练推导并编写深度学习相关方法如卷积神经网络，长短记忆模型以及深度强化学习等方法，熟悉反向传播解法并能熟练推导相关公式

加分项：
●?????发表过机器学习领域相关的知名期刊会议论文
●?????或具有良好的研究能力，发表过非机器学习领域顶级期刊会议
●?????ACM/ICPC区域赛银牌及以上/NOIP一等奖及以上
●?????能编写反向传播图模型自动求导并构建成开源库

"

数据挖掘/机器学习算法,北京,北京三快在线科技有限公司,20k-35k,本科,"移动互联网,O2O",,"['大数据', '数据分析']","['技能培训', '绩效奖金', '岗位晋升', '领导好']","独角兽企业,班车接送",2000人以上,D轮及以上,3-5年,"
职位描述：

工作职责：
1.进行外卖业务风控策略及模型的研究与探索2.?运用各类分析方法对业务、日志数据进行分析与抽象，制定有效的的识别策略和算法3.?建立完善的异常指标监控体系，快速发现及定位疑似作弊问题?????4.?完成各类策略实现，包括下单环节服务化拦截策略与下单完成后数据挖掘策略，并持续完善与优化
???任职要求：
1.?熟练使用至少一门编程语言（Java、Python、C++）2.?有大数据处理分析经验，熟悉Hadoop、Hive?、Spark等大数据处理工具3.?对数据敏感，熟悉常用数据挖掘算法，并有一定实践经验4.?强烈的好奇心和求知欲，fast?learner5.?有反作弊研发经验、用户行为分析、社群关系挖掘经验者尤佳，全栈工程师优先

"

机器学习工程师,深圳,顺丰科技有限公司,20k-40k,本科,"移动互联网,电子商务","['后海', '科技园']",[],"['技能培训', '节日礼物', '带薪年假', '岗位晋升']","弹性工作,绩效奖金,餐补",500-2000人,不需要融资,1-3年,"
职位描述：

岗位职责
1.????负责用于无人驾驶相关的机器学习（深度学习、强化学习等）算法开发;
2.????在仿真车辆及实车上，设计、训练、实现算法;
职位要求
1.???本科及以上学历，至少1年的相关领域项目研究经历；
2.???至少熟悉tensorflow/pytorch/caffe2/mxnet等深度学习框架中的一种；
3.???有机器学习、数据挖掘等相关领域的理论背景；
4.???有应用于自动驾驶的深度强化学习研究经历者优先。
5.???有车辆决策规划和控制经验者优先。

"

机器学习算法工程师,杭州,杭州逐影科技有限公司,22k-35k,硕士,移动互联网,['古墩路'],[],"['年底双薪', '股票期权', '带薪年假', '交通补助']","五险一金,餐补交通补,弹性工作,年终奖",50-150人,天使轮,不限,"
职位描述：

岗位职责
负责统计学习、深度学习、强化学习等机器学习领域算法与平台开发
职位要求
1.计算机、软件、数学、自动化等相关专业硕士及以上学历（特别优秀本科生可放宽要求）；
2.有统计学习、深度学习或强化学习等相关研究经历；
3.熟练掌握C/C++及Python等；
4.具备良好的沟通能力和团队合作精神；
5.有ML/CV相关高水平论文发表者优先。

"

营销算法专家-机器学习／人工智能／AI,上海,拉扎斯网络科技（上海）有限公司,30k-40k,硕士,移动互联网,"['长征', '金沙江路', '长风公园']",[],"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']","薪资福利佳,公司平台大,数据量大,核心部门",2000人以上,D轮及以上,3-5年,"
职位描述：

职位描述：
1.参与营销、商品、交易等重量级业务的的智能化改造
2.负责具体业务问题的算法模型的设计工作
3.负责相关项目的数据抽取、特征工程、算法调优等工作
职位诱惑：
1.海量的营销、商品、交易数据供分析使用
2.超高业务ROI的算法效果产出
3.既可专注模型算法的深入调优，也可专注业务侧的AI解决方案

职位要求：
1.熟练使用Scala/Python/java/R中至少一门编程语言；熟练使用SQL
2.熟悉并应用过常用机器学习算法（包括不限于LR/GBDT/RF/SVM等），并熟悉常用的机器学习实现框架（包括不限于xgboost/sparkML/sklearn/TF等）
3.熟悉Hadoop/Hive/Storm/Spark等常用大数据生态工具的使用
4.具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析问题、解决问题
5.结果导向，能够利用自身的算法能力，实现最终的业务目标
6.有营销、搜索推荐、广告、风控、大数据等项目经验者优先

"

机器学习算法工程师,北京,重庆橙红信息科技有限公司,30k-50k,本科,招聘,['中关村'],[],"['技能培训', '节日礼物', '年底双薪', '带薪年假']","五险一金,年终奖,福利,升职空间",150-500人,A轮,3-5年,"
职位描述：

职位描述：???1.机器学习/数据挖掘等AI相关的算法研发；???2.算法相关的代码库、工具库的封装和发布；???3.AI相关算法的性能优化、工程环境部署；???4.参与搭建和实现分布式深度学习集群。????任职要求：???1.硕士及以上学历，计算机/信息科学/软件/电子工程/应用数学等相关专业优先；???2.熟练掌握机器学习相关的理论知识和实践技能；???3.熟悉CNN、RNN、LSTM等典型深度学习模型的使用场景和使用方法；???4.熟悉TensorFlow、Caffe、MXNet等主流深度学习框架中的一种或多种；???5.拥有扎实的数学和编程功力。

"

人工智能/机器学习专家,武汉,泰康在线财产保险股份有限公司,15k-25k,硕士,"移动互联网,金融","['竹叶山', '后湖', '永清']","['金融', '深度学习', '模式识别']","['绩效奖金', '带薪年假', '交通补助', '通讯津贴']","研发氛围好,平台大,福利保障全,年终奖多",500-2000人,不需要融资,3-5年,"
职位描述：

工作职责：
1、负责人工智能、机器学习相关项目的应用研究；
2、参与图像/语音/自然语言算法的研究与开发；
3、人工智能领域的技术探索、对外合作及专利申报。
?
任职要求：
1、硕士及以上学历，有相关工作经验者优先；
2、在校博士、研究相关领域者优先；
3、熟悉机器学习算法及模型，有人机交互领域相关工作经验；
4、良好的学习能力、逻辑思维能力和创新能力。

"

机器学习算法工程师（杭州）,杭州,上海青声网络科技有限公司,25k-35k,本科,"移动互联网,文化娱乐",,[],"['年终分红', '五险一金', '定期体检', '弹性工作']","周末双休,弹性工作,国内外游",150-500人,C轮,3-5年,"
职位描述：

【我们是谁？】?
启维文化是一个开放、创新、团结、执行力强的新型互联网集团公司，专注于文化领域在互联网行业的各项发展。我们秉持着提升社会效率与创新两大原则。致力于发展为最大的年轻人文化媒体、发行、商品化互联网渠道，挖掘文化领域的年轻力量。
启维文化集团主要业务为运营「echo回声」App与网站、旗下相关产品及MusicLens。详情可登录我们官网阅览。
启维文化官网：www.kibey.com
MusicLens官网：www.music-lens.com
【我们能为你提供什么？】
1）MacBook人手一台
2）年度免费全身体检
3）五险一金齐全，弹性工作时间，一天8小时即可
4）每天不限量提供进口零食，好酒好茶好咖啡
5）年度免费出国游or国内游。
6）每地区的同事每季度享有一次团建，额度标准为300元/人
7）满试用期的优秀员工，一年即可享有加薪及升职机会、
8）公司将免费给满足期限员工购买商业保险
职位描述

1、利用机器学习、数据挖掘相关技术，解决核心业务需求

2、基于用户行为、用户属性数据、音频数据等，挖掘用户和音频相关模型，用于推荐系统，搜索，广告等相关业务

3、设计并开发机器学习服务，应用于线上产品和功能

4、不断调研新技术在音乐流媒体领域的应用价值



岗位要求：

1、硕士以上学历，博士优先。统计学、计算机科学、数学、自然语言处理等相关专业

2、具有丰富的数据挖掘实践经验，1年以上相关工作经验

3、扎实的编程基础，精通至少一门编程语言(Java/Scala/C++)以及一门脚本语言(Python/Perl)

4、拥有海量数据处理经验者优先，熟悉Spark,Hadoop等大数据库框架

5、具有良好的商业敏感度和优秀的数据分析技能

6、优秀的团队合作精神；负责；主动；敢于挑战

7、优秀的英文文献阅读能力和理解能力


有如下经验/能力者优先：

1、参加数据挖掘相关比赛并且获得较高名次

2、思路清晰而且又很强的自我驱动力

3、语音处理以及深度学习相关实践经验

"

机器学习算法工程师,北京,上海秘塔网络科技有限公司,18k-30k,本科,数据服务,"['四惠', '大望路']",[],"['""""']","高端技术,机器学习,算法",15-50人,天使轮,不限,"
职位描述：

你将会
和同事一起参与到AI产品开发，处理亿级别的非结构化数据，包括：
特定领域信息抽取；
大规模语言模型构建；
语义相似度计算及排序等。

技能点
1.?计算机基础知识体系扎实
2.?了解基本的统计机器学习算法
3.?熟练掌握C/C++/Python语言，能进行算法复杂度分析
4.?熟悉一个或多个常见的深度学习开源工具库，如PyTorch，Tensorflow等
5.?有很好的团队合作与沟通能力

加分项
1.?了解条件语言模型如Seq2Seq，ConvSeq，Transformer，Weighted?Transformer
2.?关注国内外机器学习领域的最新进展
3.?国内外会议或期刊发表过机器学习领域的论文

"

机器学习工程师,深圳,深圳白骑士大数据有限公司,15k-25k,本科,"企业服务,金融","['大冲', '科技园', '科技园', '大冲']","['大数据', '金融', '算法']","['专项奖金', '大数据', '反欺诈', '带薪年假']","大数据风控,技术创新,发展空间大",50-150人,A轮,1-3年,"
职位描述：

岗位职责：
1.结合数据挖掘，机器学习，深度学习算法，在金融进行分类和预测；
2.以上算法在反欺诈，信用分析，舆情分析等方面的应用；
3.以上算法在云计算服务器上的并行化和优化工作。

任职要求：
1.本科及以上学历，计算机相关专业，两年以上相关工作经验；
2.熟悉机器学习的一般模型如分类（LR，NBM，DT，SVM等）、聚类（DBSCAN，K-MEANS），理解一些常用的数据预处理（Normalize,Regularize），特征选择（PCA,LDA）和矩阵分解的算法；
3.熟悉深度神经网络和常用的模型,如RBM、DBN、CNN、RNN、LSTM等，对常用的开源实现,如Tensorflow、Theano等有实践经验者优先考虑；
4.熟悉Hadoop或者Spark架构者优先考虑，有过基于GPU指令的算法优化经验者优先考虑，熟悉python有限考虑；
5.有数学建模比赛获奖记录者优先，有数据挖掘比赛记录（如KAGGLE、天池大数据竞赛）优先；
6.良好的英文阅读能力，跟踪学术界和工业界的最新研究成果，并可以通过编程语言（C、C++、java/scala、Python）来编程实现，有编程实现过近几年深度学习相关论文算法者着重考虑；
7.有创造性的思维，敢于超越技术极限，致力于研发一流的技术和产品；
8.具有良好的沟通能力和良好的团队合作精神。

"

人工智能-机器学习,北京,北京尚德在线教育科技有限公司,20k-40k,本科,教育,"['望京', '来广营']","['教育', '深度学习', '算法']","['绩效奖金', '专项奖金', '五险一金', '带薪年假']","机器学习,深度学习,策略建模",2000人以上,上市公司,3-5年,"
职位描述：

岗位职责：1、负责机器学习、深度学习领域的技术研发工作。2、负责在线教育、精准营销、内容推荐和自动客服机器人等领域的研究；3、针对具体业务问题，设计人工智能解决方案，并落地实现。职位要求：1、熟练掌握经典机器学习算法；2、多个机器学习实际项目经验；3、能够独立分析问题，选用合适的机器学习解决方案；4、具备一定的工程能力，c++或Java至少熟练使用一种；5、在知名互联网公司有从业经验，有过搜索、推荐、点击率预估经验优先；6、对教育领域有深入理解，有自适应学习相关经验的优先。

"

机器学习算法工程师,北京,北京智者天下科技有限公司,20k-40k,本科,"移动互联网,社交网络","['五道口', '学院路']",[],"['年底双薪', '股票期权', '带薪年假', '定期体检']",24小时健身房 游泳馆 三餐,500-2000人,D轮及以上,不限,"
职位描述：

职位描述：
1、利用机器学习技术，NLP技术优化文本分类、话题匹配、时效性检测、格调识别；
2、利用机器学习技术，CV技术优化文章/视频封面图的筛选；

任职资格：
1、计算机／数学／统计学／模式识别相关专业，本科以上学历；
2、熟悉Linux平台、Java/Scala/Python/C++中一种或多种语言编程；
3、熟悉机器学习的理论基础，有深度学习研发经验，熟悉tensorflow/caffe/pytorch优先；
4、掌握基于Hadoop或Hbase等大数据平台工具的开发与设计，熟悉Hive，Spark开发优先；
5、具有良好的沟通能力，和良好的团队合作精神

"

机器学习/深度学习,大连,上海连世数字技术有限公司大连分公司,12k-23k,硕士,"移动互联网,游戏",['火炬路'],[],"['年底双薪', '带薪年假', '午餐补助', '定期体检']","弹性工作制,扁平化管理,加班补助,免费早饭",150-500人,上市公司,1-3年,"
职位描述：

岗位职责：
1、利用机器学习从海量异构数据中进行有价值信息的挖掘和整合；
2、将算法应用到海量数据处理、中，解决项目的机器学习问题，比如用户行为预测、图像识别、文本情感分析等。

岗位要求：
1、数学，统计学，计算机专业硕士以上学历，2年以上研究或工作经验；
2、具有机器学习，数据挖掘经验，熟练运用相关分析工具；
3、掌握常见的分类，聚类，推荐算法，如DecisionTree，NaiveBayes，SVM，LR，K-means等；
4、掌握主流的深度学习框架技术，如Caffe，Tensorflow，Keras等，对系统实现有深入了解；
5、了解CNN，RNN，DBN，Backpropagation，GradientDescent等网络结构和算法；
6、具备数据工程和处理大数据的能力，熟悉Hadoop、Spark等流行开源框架。

"

机器学习算法工程师,深圳,深圳友宝科斯科技有限公司,25k-45k,本科,"O2O,移动互联网",,"['大数据', '数据挖掘']","['带薪年假', '定期体检', '全勤奖', '商业保险']","独角兽,弹性时间,领导好",500-2000人,上市公司,3-5年,"
职位描述：

职位诱惑：
独角兽,大数据,一线互联网
职位描述：
工作职责：?
1、负责智能零售领域的推荐算法设计实现与优化，通过模型和机制，提升业务效果。
2、负责音乐相关系统的推荐和搜索排序等研发，通过挖掘用户行为数据，特征工程和模型优化等方法，提升推荐和搜索结果的精准度。
3、根据业务数据变化，不断设计并调整算法策略来提升算法质量，结合业务特点落地和创新，最大化算法价值。
任职资格：
1、掌握机器学习、数据挖掘领域常用算法：如SVM、LR、决策树等，有推荐模型和搜索排序算法的相关经验优先。
2、扎实的编程基础，熟悉Java/Python等最少一种编程语言。
3、熟悉业内推荐算法及数据挖掘领域的技术热点和进展优先。
4、本科以上学历，计算机，统计，信息，数学等相关专业毕业优先。

"

高级数据科学家-机器学习,上海,韩领网络科技（上海）有限公司,30k-45k,硕士,"移动互联网,O2O",,[],"['年底双薪', '技能培训', '绩效奖金', '年度旅游']","弹性工作制,技术氛围强,定期体检,国外出差",150-500人,不需要融资,3-5年,"
职位描述：

Coupangisoneofthelargestandfastestgrowinge-commerceplatformsontheplanet.OurmissionistocreateaworldinwhichCustomersask“HowdidIeverlivewithoutCoupang?”Wearelookingforpassionatebuilderstohelpusgetthere.Poweredbyworld-classtechnologyandoperations,wehavesetouttotransformtheend-to-endCustomerexperience--fromrevolutionizinglast-miledeliverytorethinkinghowCustomerssearchanddiscoveronatrulymobile-firstplatform.Wehavebeennamedoneofthe“50SmartestCompaniesintheWorld”by?MIT?TechnologyReviewand“30GlobalGameChangers”byForbes.
CoupangisaglobalcompanywithofficesinBeijing,LosAngeles,Seattle,Seoul,Shanghai,andSiliconValley.
WhoWeAre?
?
SearchisaneffectivewaytohelpcustomertodiscoveryproducttopurchaseonCoupangwebsite.Searchdrivesover50%ofGMVandcurrentlypowersallkeyproductsearchanddiscoveryexperiencesacrossCoupang.
?
ThecoremissionforSearchAvailabilityandScalabilityfromancustomerperspectiveis:
WhenIsearchonCoupang,Iexpectitisalwaysavailable,returnsearchresultsfastwithaccurateinformation.IliketheconvenienceandbigselectionofCoupangandIneedtofindproducteasilynomatterhowmanyproductsonCoupangwebsite.
?
Searchmeasurementplatformteamshelpbuildingmeasurementinfra/servicesfordetect/monitorthebusiness/searchmetricdata,developingthesearchQA&Debugging,evaluationservicesimprovingdifferentranking/recommendationandotheralgorithms.
?
Howwedo
?
ChinaSearchmeasurementplatformteamhelptobuildthestate-of-the-artservicestodefine/measure/detectbusinessandsearchserviceperformancesthroughBIGDATAandMachinelearningexpertise.Wetrytobuildthedata-drivencultureforsearchserviceimprovementandbusinessdecisionprocess.?
?
WeworkcloselywithteamsinSeoul,SiliconValley,Seattleandword-classexpertsusedtoworkinGoogle,Facebook,Pinterest.?tryingtobuildtheBESTproductsearchenginefore-businessintheworld!
?
Responsibilities:
?Development/maintenancesearchrankingsignalstohelpimprovethesearchrankingresults
Supportandmaintainsearchmetricsdata&pipeline
Dataminingonuserlogdataandhumanevaluationdata,astogeneratedatainsightsreportforbusinessdecisionandsearchrankingimproving
?
Qualifications:
?
Master’sdegreeoraboveinCSorrelatedmajor
GoodatJava/linux/shellenvironmentismust.
Machinelearningknowledgeisamust
Goodcommunicationskills,ExcellentreadingandwritinginEnglish.
conversationalEnglishishighlydesired
Experienceondataanalysis,commonsearchalgorithms(ranking,recommendation)isaplus
?

"

机器学习工程师,北京,上海栈略数据技术有限公司,25k-50k,硕士,"企业服务,数据服务","['朝阳门', '建国门', '北京站']",[],"['年底双薪', '带薪年假', '交通补助', '通讯津贴']","科技赋能,技术驱动",50-150人,A轮,5-10年,"
职位描述：

职责描述：
1.深入理解保险业务逻辑及产品的方向和需求，参与构建公司数据分析与风控模型体系，参与研究和应用保险领域模型构建知识与技术；
2.参与基于机器学习的大数据风控系统的开发与设计；
3.对基础数据进行整理清洗和统计分析，刷选变量，提取特征，并创建风控模型；
4.参与各类模型的设计、开发、实施与跟踪，结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；
5.针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值。
?
职位要求：
1.至少具备以下教育背景中的一种：计算机与信息科学类、数学类、统计类、计量经济学类、机器学习类等专业（硕士以上学历优先）；
2.3年以上数据分析、数据挖掘及模型开发经验（有反欺诈经验、保险金融公司、互联网公司大数据开发、建模与分析经验者优先）；
3.熟悉主流机器学习库，如Sklearn、SparkMLlib、Tensorflow等，熟练使用SQL，熟悉主流数据库环境；
4.具有一定系统开发与设计能力，熟悉JAVA,Scala,C++等编程语言中的一种；
5.对保险科技行业有兴趣，对工作有热情，具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。

"

机器学习工程师,深圳,深圳市今日投资数据科技有限公司,15k-25k,硕士,"金融,数据服务","['香蜜湖', '景田']",[],"['绩效奖金', '交通补助', '通讯津贴', '年度旅游']","人工智能,待遇丰厚,金融科技,机器学习",50-150人,未融资,不限,"
职位描述：

工作职责：
1、主要负责基于深度学习相关应用的研发工作，包括智能投顾、量化投资、用户画像、推荐系统等智能化应用的基础数据处理、算法优化等；
2、根据行业趋势和公司战略发展规划，推动公司智能投顾领域中人工智能相关的研发工作。

岗位要求：
1、硕士及以上学历，具备扎实的数学基础和机器学习算法功底，熟悉决策树、随机森林、协同过滤、SVM、回归等相关机器学习算法；
2、精通Python编程语言（(Numpy,Scipy,pandas,scikit-learn,gensim)）；
3、熟悉神经网络理论，熟悉CNN、RNN、LSTM等原理，至少能够熟练使用Caffe、TensorFlow、Keras、PyTorch其中任一框架进行建模和训练。

"

机器学习平台产品经理,北京,北京金山云网络技术有限公司,20k-40k,本科,"移动互联网,数据服务",,[],"['技能培训', '节日礼物', '瑜伽房', '免费班车']","免费三餐,公司班车,下午茶",500-2000人,D轮及以上,3-5年,"
职位描述：

岗位职责：
负责机器学习平台产品调研和用户需求分析，负责整个产品生态的规划和设计；
负责了解客户具体业务场景，深度挖掘用户需求，设计解决方案，推动项目落地；
负责编写产品文档，沉淀产品解决方案，为销售团队提供产品咨询和培训；

任职要求：
统招本科及以上学历，3年以上产品经理工作经验；
具备丰富的toB平台级产品规划和设计经验；
熟悉机器学习、深度学习应用场景，持续关注业界流行的产品和技术动态；
有清晰的逻辑思维和表达能力，思维活跃有创新精神，具有较强的责任心和执行力；

"

机器学习平台开发工程师,北京,北京芯盾时代科技有限公司,20k-35k,本科,"移动互联网,信息安全","['万泉河', '万柳', '苏州桥']",['大数据'],"['高薪', '股票期权', '内荐重奖', '餐补话补']","高薪,五险一金,团队建设,晋升空间",50-150人,B轮,3-5年,"
职位描述：

1、参与基于大数据机器学习产品的研发、设计工作，及机器学习平台的完善；
2、负责模型发布、在线预测、模型监控、模型管理等相关功能设计、开发。

任职要求：
1、3年及以上工作经验，熟悉大数据平台生态圈，有大数据平台搭建经验者优先；
2、熟练掌握spark架构，有源代码开发经验者优先；
3、熟练掌握常见数据结构，如树、链表、堆栈、图等；
4、熟练掌握微服务API开发，有高并发、低延时等性能调优经验者优先；
5、工作积极主动，具有良好的团队协作精神；
6、逻辑清晰，快速的学习能力及良好的沟通能力。

"

MIG18-机器学习系统开发工程师（深圳）,深圳,腾讯科技(深圳)有限公司,20k-36k,本科,"移动互联网 ,游戏","['科技园', '前海', '南头']","['广告营销', 'Java', 'Python']","['免费班车', '成长空间', '年度旅游', '岗位晋升']","大平台,大咖多",2000人以上,上市公司,1-3年,"
职位描述：

岗位描述：
参与负责搭建业界一流的大规模机器学习系统和模型优化，支撑快报、应用宝等场景的广告变现；
参与系统的需求分析、设计、编码等开发工作；
负责相关系统的运营和维护工作，保证系统稳定可靠运行。

岗位要求：
计算机或相关专业本科或以上学历；
2年以上后台开发经历，熟悉至少一门语言：C++，java，python，有大规模机器学习系统实现经验者优先，熟悉Tensorflow/MxNet等开源机器学习系统优先。
热爱开发工作，团队合作意识良好。

"

高德-数据挖掘&amp;机器学习算法资深工程师/技术专家,北京,高德软件有限公司,22k-44k,本科,移动互联网,"['望京', '来广营', '花家地']",[],"['弹性工作', '帅哥多', '美女多', '五险一金']",数据赋能,2000人以上,上市公司,1-3年,"
职位描述：

职位描述
1.高德大数据是阿里巴巴大数据战略重要组成部分，基于高德百PB级海量日志数据，通过数据挖掘建立多维度地理画像和用户画像；

2.以高德大数据为核心，对具体问题进行分析，构建机器学习模型，参与高德数据产品与应用的数据研发，发掘数据商业价值，结合阿里巴巴经济体各类大数据，为阿里巴巴经济体各项业务进行数据赋能。


任职要求：
1.本科及以上学历，计算机、数学等相关专业，至少有1年工作经验；

2.熟悉常用算法和数据结构，熟悉数据挖掘、机器学习；

3.具备Linux环境研发能力，至少熟悉一门编程语言；

4.有Hadoop等海量数据研发经验优先

5.有用户画像、广告、推荐、金融建模等相关经验者优先

"

机器学习算法工程师,北京,上海靖琪网络科技有限公司,30K-50K,硕士,移动互联网,['学院路'],[],"['股票期权', '专项奖金', '绩效奖金', '扁平管理']","工作氛围好,发展空间大,平台体量大,福利待遇好",50-150人,天使轮,3-5年,"
职位描述：

机器学习算法工程师(B?端)工作职责:1.?运用数据挖掘机器学习的理论和方法,设计相关算法解决业务问题2.?负责面向餐饮商户的收益管理、经营诊断等,对商户的数据进行深度挖掘,指导商户进行?餐厅智能化经营3.?包括但不限于商户画像等知识图谱建设任职资格:1.?计算机、数学相关专业,本科或以上学历,985?硕士以上优先2.?有互联网、电商、零售、广告、营销、CRM?相关的项目经验3.?熟练掌握机器学习算法原理,能熟练运用分类、回归、排序等模型解决有挑战性的问题,?参与过大规模机器学习、数据挖掘项目4.?具备较强的数据分析能力,能够基于复杂的业务场景快速建模和设计算法5.?至少精通?CC++、Java、?Python、Matlab、Scala?等至少一种编程语言6.?对机器学习有浓厚兴趣,充满激情,挑战未知

"

和而泰 419 Lab 机器学习高级工程师,深圳,深圳和而泰智能控制股份有限公司,25k-50k,硕士,移动互联网,"['科技园', '深圳湾', '南山医院']",[],"['绩效奖金', '年终分红', '股票期权', '专项奖金']","物联网,人工智能,下午茶,团队氛围",2000人以上,上市公司,3-5年,"
职位描述：

岗位职责：
1)基于用户家庭场景数据，包括各类智能设备、传感器和外部数据，通过机器学习技术主动学习用户偏好并推荐合适的设备动作
2)配合AI产品经理完成需求评估、数据采集、模型优化及模型上线工作
任职要求：
1)国内211/985或国外知名院校计算机、软件工程、数学或信号处理专业硕士毕业，3年以上机器学习项目实际经验
2)良好的数学基础、机器学习算法基础，对特征设计、模型选择、参数调优有良好的能力；熟悉lr/svm/boosting/cnn/lstm等方法?
3)能够熟练使用Scikit-Learn、Pandas、Numpy、Tensorflow等框架，能使用Python,C/C++实现相关算法
4)有一定的产品思维，需要深入了解家庭场景，根据产品需求及当前可用的数据设计损失函数
5)良好的团队合作意识、沟通能力
6)有智能家居、物联网从业经验者优先
说明：
名校相关专业的博士或者有业界知名AI公司工作经验的硕士，薪资不设上限，具体面谈

"

机器学习算法工程师,深圳,深圳友宝科斯科技有限公司,25k-45k,本科,"O2O,移动互联网",,"['大数据', '数据挖掘']","['带薪年假', '定期体检', '全勤奖', '商业保险']","独角兽,弹性时间,领导好",500-2000人,上市公司,3-5年,"
职位描述：

职位诱惑：
独角兽,大数据,一线互联网
职位描述：
工作职责：?
1、负责智能零售领域的推荐算法设计实现与优化，通过模型和机制，提升业务效果。
2、负责音乐相关系统的推荐和搜索排序等研发，通过挖掘用户行为数据，特征工程和模型优化等方法，提升推荐和搜索结果的精准度。
3、根据业务数据变化，不断设计并调整算法策略来提升算法质量，结合业务特点落地和创新，最大化算法价值。
任职资格：
1、掌握机器学习、数据挖掘领域常用算法：如SVM、LR、决策树等，有推荐模型和搜索排序算法的相关经验优先。
2、扎实的编程基础，熟悉Java/Python等最少一种编程语言。
3、熟悉业内推荐算法及数据挖掘领域的技术热点和进展优先。
4、本科以上学历，计算机，统计，信息，数学等相关专业毕业优先。

"

机器学习算法工程师 (MJ000045),上海,深圳追一科技有限公司,20k-40k,硕士,"移动互联网,企业服务",,[],"['期权激励', '年底双薪', '带薪年假', '节日礼物']",大牛导师,150-500人,B轮,1-3年,"
职位描述：

职位描述：

1.针对公司项目方案，应用机器学习、深度学习技术优化算法设计，提高在核心指标上的效果；
2.针对项目执行中遇到的新问题，研究如何抽象建模，设计高效的机器学习、深度学习算法；
3.对公司关心的机器学习、深度学习领域内学术界、工业界最新的研究进展进行跟踪、实践，并逐渐应用到实际项目中。
?
岗位要求：
1.全日制硕士毕业及以上，2年以上机器学习、自然语言处理相关工作经验；
